StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q12,Q13,Q16,Q10,Q11,Q17
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,What is your age?,What gender do you identify as?,Do you consider yourself to be:,Ethnicity,What is the highest degree or current pursuing level of education you have completed?,"Do you consider yourself to be tech savvy? i.e. the term ""tech savvy"" can mean someone who is well informed about the modern technology, and also uses his/her skills in order to take advantage of the current technology.","Do you own any tech gadgets? i.e. the term ""tech gadget"" can mean a small specialized mechanical or electronic device; a contrivance. This can be apply to you if you own smart home devices, smart watches, wireless speaker, etc.",Do you cover your computer webcam camera?,"Do you consider yourself as a privacy savvy individual? i.e. the term ""privacy savvy"" can mean an individual using software/extension to block ads, VPN, password generators, etc. for personal security purposes.","Do you utilize any security software for your personal tech devices? i.e. ""Security software"" is any type of software that secures and protects a computer, network or any computing-enabled device. It manages access control, provides data protection, secures the system against viruses and network/Internet based intrusions, and defends against other system-level security risks.",Have your identity ever been compromise? i.e. A victim of identity theft.,How smart is your home?,"How concerned are you about security on the Internet? (e.g people reading your email, finding out what websites you visit, etc.)","How concerned are you about security in relation to making purchases or banking over the Internet? i.e. the term ""security"" can mean privacy, confidentiality, and/or proof of identity for you or for someone else.",How concern are you knowing your smart home device(s) is always on and also always listening?
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1""}","{""ImportId"":""QID2""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID16""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID17""}"
2021-07-12 14:18:28,2021-07-12 14:20:39,IP Address,73.234.46.22,100,130,TRUE,2021-07-12 14:20:39,R_1q4ACDYcIptff8O,,,,,42.72869873046880,-71.18340301513670000,anonymous,EN,18 to 25,Female,Bisexual,Middle-Eastern,Master's Degree,Maybe,Yes,No,Probably not,No,No,"Somewhat smart, 5-10 devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-12 14:23:56,2021-07-12 14:25:09,IP Address,67.172.41.50,100,73,TRUE,2021-07-12 14:25:09,R_1hEwrUjpIUPw3q2,,,,,42.7239990234375,-71.47899627685550000,anonymous,EN,18 to 25,Female,Bisexual,White American,Bachelor's Degree,Maybe,Yes,No,Probably not,Yes,No,"Somewhat smart, 5-10 devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-12 14:23:55,2021-07-12 14:25:46,IP Address,108.49.133.12,100,111,TRUE,2021-07-12 14:25:46,R_3oA7YmjFkPz0ws6,,,,,42.5511016845703000,-71.2559967041016000,anonymous,EN,18 to 25,Male,Heterosexual or straight,White American,Bachelor's Degree,Maybe,Yes,No,Probably not,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,A little concerned,Somewhat concerned
2021-07-12 14:31:27,2021-07-12 14:36:45,IP Address,174.192.2.47,100,317,TRUE,2021-07-12 14:36:45,R_cTKqsOZNabHNx4J,,,,,41.5381927490234000,-72.8007965087891000,anonymous,EN,18 to 25,Female,Heterosexual or straight,Two or More,Associate's Degree,Yes,Yes,Yes,Might or might not,Yes,No,"Somewhat smart, 5-10 devices are installed",Somewhat concerned,Somewhat concerned,Very concerned
2021-07-12 14:35:33,2021-07-12 14:37:37,IP Address,73.119.33.135,100,124,TRUE,2021-07-12 14:37:37,R_2pL7jyXGTCXZGIr,,,,,42.7825927734375,-71.10289764404300000,anonymous,EN,18 to 25,Female,Bisexual,White American,Associate's Degree,Yes,Yes,No,Might or might not,Yes,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Somewhat concerned
2021-07-12 14:48:22,2021-07-12 14:49:12,IP Address,73.119.33.135,100,49,TRUE,2021-07-12 14:49:13,R_3ezzpCNtCuJLC5n,,,,,42.7825927734375,-71.10289764404300000,anonymous,EN,18 to 25,Female,Bisexual,White American,Bachelor's Degree,Yes,Yes,Yes,Might or might not,No,No,"Very smart, 10+ smart devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-12 14:31:26,2021-07-12 15:23:55,IP Address,24.61.206.28,100,3148,TRUE,2021-07-12 15:23:55,R_1dpewlqnag1AmhU,,,,,42.635101318359400,-71.30139923095700000,anonymous,EN,18 to 25,Male,Heterosexual or straight,Southeast Asian,Master's Degree,Maybe,Maybe,No,Might or might not,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-12 15:26:32,2021-07-12 15:28:23,IP Address,107.77.203.37,100,110,TRUE,2021-07-12 15:28:23,R_3hiOMTOHQu3k1yL,,,,,39.264495849609400,-76.62239837646480000,anonymous,EN,18 to 25,Male,Bisexual,White American,Bachelor's Degree,Maybe,Yes,Yes,Probably yes,Yes,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-12 17:34:28,2021-07-12 17:35:52,IP Address,72.93.207.27,100,83,TRUE,2021-07-12 17:35:53,R_1oaLaSGOZYUCAhX,,,,,42.175506591796900,-71.0540008544922000,anonymous,EN,26 to 35,Female,Heterosexual or straight,Southeast Asian,Master's Degree,Yes,Yes,Yes,Probably yes,No,Yes,"Somewhat smart, 5-10 devices are installed",Somewhat concerned,Very concerned,Not at all concerned
2021-07-12 18:33:36,2021-07-12 18:35:24,IP Address,24.34.50.146,100,107,TRUE,2021-07-12 18:35:24,R_2AT4ytbbpIRA9ci,,,,,42.7239990234375,-71.47899627685550000,anonymous,EN,18 to 25,Female,Heterosexual or straight,White American,Associate's Degree,Maybe,Maybe,Yes,Might or might not,Yes,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-12 19:07:18,2021-07-12 19:12:47,IP Address,108.34.204.180,100,329,TRUE,2021-07-12 19:12:47,R_31ZdDjAEy4ScaoX,,,,,41.8307037353516000,-71.39820098876950000,anonymous,EN,18 to 25,Male,Gay or lesbian,White American,Bachelor's Degree,Yes,Yes,No,Probably yes,Yes,No,"Very smart, 10+ smart devices are installed",Somewhat concerned,A little concerned,Somewhat concerned
2021-07-12 21:35:22,2021-07-12 21:37:02,IP Address,134.238.187.68,100,100,TRUE,2021-07-12 21:37:03,R_RyoiuZOiupzPARj,,,,,40.7122955322266000,-74.00679779052730000,anonymous,EN,18 to 25,Male,Heterosexual or straight,Southeast Asian,Associate's Degree,Yes,Yes,Yes,Definitely not,Yes,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Very concerned,Somewhat concerned
2021-07-12 21:37:20,2021-07-12 21:40:42,IP Address,114.134.189.120,100,201,TRUE,2021-07-12 21:40:42,R_1rNzzxMM0I5GXax,,,,,11.5583038330078000,104.912109375,anonymous,EN,18 to 25,Female,Heterosexual or straight,East Asian,Master's Degree,Maybe,Yes,No,Probably yes,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,A little concerned
2021-07-13 01:42:29,2021-07-13 01:45:13,IP Address,172.58.220.49,100,164,TRUE,2021-07-13 01:45:13,R_265aMGxcnaeIxPz,,,,,40.676300048828100,-73.9492034912109000,anonymous,EN,26 to 35,Male,Heterosexual or straight,East Asian,Bachelor's Degree,Yes,Yes,No,Might or might not,No,Yes,"Very smart, 10+ smart devices are installed",Very Concerned,Somewhat concerned,Somewhat concerned
2021-07-13 09:51:45,2021-07-13 09:53:19,IP Address,96.78.219.157,100,93,TRUE,2021-07-13 09:53:20,R_5uJax7ELYFssN5T,,,,,42.2783050537109000,-71.1593017578125,anonymous,EN,18 to 25,Female,Heterosexual or straight,East Asian,Bachelor's Degree,Yes,Yes,No,Probably not,No,No,"Not many, 1-5 smart devices are installed",A little concerned,Somewhat concerned,Somewhat concerned
2021-07-13 09:51:54,2021-07-13 09:54:47,IP Address,24.233.64.78,100,172,TRUE,2021-07-13 09:54:47,R_8qvlzDPjcS6x6Gl,,,,,42.212493896484400,-70.99610137939450000,anonymous,EN,18 to 25,Female,Prefer not to say,Two or More,Bachelor's Degree,Yes,Yes,No,Might or might not,Yes,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Very concerned,A little concerned
2021-07-13 10:06:33,2021-07-13 10:08:11,IP Address,174.242.68.178,100,98,TRUE,2021-07-13 10:08:11,R_2ql1CNplB29GJkV,,,,,42.33880615234380,-71.072601318359400,anonymous,EN,18 to 25,Male,Heterosexual or straight,Two or More,Bachelor's Degree,Yes,Yes,No,Probably yes,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-13 10:36:38,2021-07-13 10:38:24,IP Address,73.238.67.194,100,106,TRUE,2021-07-13 10:38:24,R_2Qy2PQHDyidQsUO,,,,,42.246307373046900,-70.99720001220700000,anonymous,EN,18 to 25,Male,Heterosexual or straight,South Asian,Bachelor's Degree,Yes,Yes,Yes,Probably yes,Yes,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-13 11:29:09,2021-07-13 11:30:26,IP Address,174.242.64.8,100,77,TRUE,2021-07-13 11:30:26,R_szoR2YcZX4E93Pj,,,,,42.4178009033203000,-71.1134033203125,anonymous,EN,18 to 25,Male,Heterosexual or straight,Southeast Asian,Bachelor's Degree,Yes,Yes,Yes,Probably yes,Yes,Yes,"Somewhat smart, 5-10 devices are installed",Somewhat concerned,Somewhat concerned,Somewhat concerned
2021-07-13 11:44:54,2021-07-13 11:47:28,IP Address,173.48.24.116,100,154,TRUE,2021-07-13 11:47:29,R_2OW8ejn5wyrkgBF,,,,,42.212493896484400,-70.99610137939450000,anonymous,EN,18 to 25,Male,Heterosexual or straight,Southeast Asian,Master's Degree,Yes,Yes,Yes,Probably yes,No,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Not at all concerned,Not at all concerned
2021-07-13 12:17:31,2021-07-13 12:18:40,IP Address,108.26.176.99,100,68,TRUE,2021-07-13 12:18:40,R_2AQLBcW09pONGD6,,,,,42.3291015625,-71.1815032958984000,anonymous,EN,18 to 25,Male,Heterosexual or straight,East Asian,Bachelor's Degree,Yes,Yes,No,Might or might not,Yes,Yes,"Very smart, 10+ smart devices are installed",A little concerned,A little concerned,A little concerned
2021-07-13 12:15:54,2021-07-13 12:20:39,IP Address,73.149.232.120,100,285,TRUE,2021-07-13 12:20:39,R_qWNPNZleHGugtxv,,,,,42.246307373046900,-70.99720001220700000,anonymous,EN,26 to 35,Male,Heterosexual or straight,East Asian,Bachelor's Degree,Yes,Yes,No,Probably yes,No,No,"Not many, 1-5 smart devices are installed",A little concerned,Somewhat concerned,Somewhat concerned
2021-07-13 14:25:11,2021-07-13 14:26:26,IP Address,130.44.134.10,100,74,TRUE,2021-07-13 14:26:26,R_2BmuZfeCH0lyf9I,,,,,42.391204833984400,-71.08820343017580000,anonymous,EN,18 to 25,Male,Heterosexual or straight,East Asian,Bachelor's Degree,Yes,Yes,Yes,Definitely yes,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Somewhat concerned
2021-07-13 15:30:44,2021-07-13 15:33:28,IP Address,73.126.24.137,100,163,TRUE,2021-07-13 15:33:28,R_1q1WTO6WJoPV8XW,,,,,42.7530059814453000,-71.032501220703100,anonymous,EN,18 to 25,Female,Heterosexual or straight,Latino or Hispanic,Associate's Degree,Yes,Yes,Yes,Definitely not,No,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Very concerned
2021-07-13 15:37:02,2021-07-13 15:38:04,IP Address,76.118.238.218,100,62,TRUE,2021-07-13 15:38:05,R_3GBdQaUEkvkJf1A,,,,,42.2904052734375,-71.071197509765600,anonymous,EN,18 to 25,Male,Heterosexual or straight,White American,Master's Degree,Yes,Yes,Yes,Probably not,No,No,"Somewhat smart, 5-10 devices are installed",Somewhat concerned,Very concerned,A little concerned
2021-07-13 15:36:39,2021-07-13 15:38:17,IP Address,174.197.141.86,100,98,TRUE,2021-07-13 15:38:17,R_XM0Gw4K4nFeBe3D,,,,,40.664306640625,-73.9763031005859000,anonymous,EN,18 to 25,Male,Gay or lesbian,White American,Master's Degree,Yes,Yes,Yes,Probably yes,Yes,No,"Somewhat smart, 5-10 devices are installed",Somewhat concerned,A little concerned,Somewhat concerned
2021-07-13 17:40:42,2021-07-13 17:42:37,IP Address,67.164.109.211,100,115,TRUE,2021-07-13 17:42:37,R_2uxNVTT59X62ihB,,,,,37.813507080078100,-121.9658050537110000,anonymous,EN,18 to 25,Male,Bisexual,Other/Unknown,Bachelor's Degree,Yes,Yes,Yes,Probably not,No,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Very concerned,Somewhat concerned
2021-07-13 17:41:21,2021-07-13 17:44:18,IP Address,67.164.109.211,100,177,TRUE,2021-07-13 17:44:18,R_2QfeAyph6sZPUWI,,,,,37.813507080078100,-121.9658050537110000,anonymous,EN,26 to 35,Female,Heterosexual or straight,Latino or Hispanic,Bachelor's Degree,No,Yes,No,Probably not,No,Yes,"Not many, 1-5 smart devices are installed",A little concerned,A little concerned,Somewhat concerned
2021-07-13 18:27:20,2021-07-13 18:30:15,IP Address,58.97.222.135,100,175,TRUE,2021-07-13 18:30:15,R_1NqczQVGm9uMG4d,,,,,11.5583038330078000,104.912109375,anonymous,EN,26 to 35,Female,Heterosexual or straight,Southeast Asian,Master's Degree,Maybe,Yes,Yes,Probably yes,No,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Somewhat concerned
2021-07-13 18:36:27,2021-07-13 18:37:55,IP Address,172.58.219.71,100,87,TRUE,2021-07-13 18:37:55,R_2f0zPYw2RHHFmgT,,,,,42.356201171875,-71.06310272216800000,anonymous,EN,18 to 25,Female,Heterosexual or straight,White American,Master's Degree,Yes,Yes,Yes,Probably not,No,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,A little concerned,Somewhat concerned
2021-07-13 18:49:42,2021-07-13 18:51:22,IP Address,71.233.72.110,100,100,TRUE,2021-07-13 18:51:23,R_3GwcSYDCqmzawzl,,,,,42.5334014892578000,-70.965301513671900,anonymous,EN,18 to 25,Female,Heterosexual or straight,White American,Bachelor's Degree,Yes,Yes,Yes,Probably yes,Yes,Yes,"Not many, 1-5 smart devices are installed",A little concerned,Somewhat concerned,Very concerned
2021-07-13 20:12:28,2021-07-13 20:19:05,IP Address,96.9.74.27,100,396,TRUE,2021-07-13 20:19:05,R_x48qvVyBk34Ubjb,,,,,11.5583038330078000,104.912109375,anonymous,EN,46,Male,Prefer not to say,Southeast Asian,Bachelor's Degree,Yes,Yes,Yes,Definitely yes,Yes,Yes,"Very smart, 10+ smart devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-13 20:27:37,2021-07-13 20:34:09,IP Address,73.142.12.88,100,392,TRUE,2021-07-13 20:34:10,R_23WWgF1p9jXoh0r,,,,,42.6282958984375,-71.3311004638672000,anonymous,EN,26 to 35,Female,Heterosexual or straight,Two or More,Bachelor's Degree,Maybe,Yes,Yes,Probably not,No,No,"Very smart, 10+ smart devices are installed",Somewhat concerned,Somewhat concerned,Somewhat concerned
2021-07-13 20:57:58,2021-07-13 21:00:41,IP Address,172.58.220.170,100,163,TRUE,2021-07-13 21:00:42,R_2pLgqKNPFx1ZZ1E,,,,,40.676300048828100,-73.9492034912109000,anonymous,EN,18 to 25,Male,Heterosexual or straight,White American,Bachelor's Degree,Yes,Yes,No,Definitely yes,Yes,Yes,"Not many, 1-5 smart devices are installed",Somewhat concerned,Very concerned,Very concerned
2021-07-13 21:16:09,2021-07-13 21:18:08,IP Address,104.237.203.253,100,119,TRUE,2021-07-13 21:18:08,R_PzUuogZLKPiPGj7,,,,,41.8878936767578000,-88.19950103759770000,anonymous,EN,46,Male,Heterosexual or straight,White American,Bachelor's Degree,Maybe,Yes,Yes,Definitely yes,Yes,Yes,"Not many, 1-5 smart devices are installed",Somewhat concerned,Very concerned,Very concerned
2021-07-13 22:20:08,2021-07-13 22:22:25,IP Address,73.61.23.104,100,136,TRUE,2021-07-13 22:22:25,R_eS550sYQdF1eOop,,,,,42.6282958984375,-71.3311004638672000,anonymous,EN,18 to 25,Non-binary / third gender,Bisexual,Southeast Asian,Bachelor's Degree,Maybe,Yes,Yes,Might or might not,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Somewhat concerned
2021-07-13 22:41:17,2021-07-13 22:43:43,IP Address,202.137.144.108,100,146,TRUE,2021-07-13 22:43:44,R_27vzvgCEpB5sboL,,,,,17.9640960693359000,102.59869384765600,anonymous,EN,26 to 35,Female,Bisexual,South Asian,Bachelor's Degree,Maybe,Yes,No,Probably yes,Yes,No,"Not many, 1-5 smart devices are installed",A little concerned,A little concerned,A little concerned
2021-07-13 22:49:08,2021-07-13 22:52:20,IP Address,73.100.246.114,100,191,TRUE,2021-07-13 22:52:20,R_1Qg62VFVkyP0lA1,,,,,42.635101318359400,-71.30139923095700000,anonymous,EN,18 to 25,Female,Heterosexual or straight,Southeast Asian,Master's Degree,Yes,Yes,Yes,Definitely yes,Yes,No,"Not many, 1-5 smart devices are installed",Very Concerned,A little concerned,Very concerned
2021-07-13 22:55:51,2021-07-13 22:58:20,IP Address,24.147.49.47,100,149,TRUE,2021-07-13 22:58:20,R_ugIwLt36CaVPRCN,,,,,42.6282958984375,-71.3311004638672000,anonymous,EN,18 to 25,Female,Heterosexual or straight,Southeast Asian,Bachelor's Degree,Maybe,Yes,Yes,Probably yes,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Very concerned
2021-07-13 23:05:15,2021-07-13 23:08:04,IP Address,71.233.1.53,100,169,TRUE,2021-07-13 23:08:05,R_2q4MPzyLOZNVzzq,,,,,42.6282958984375,-71.3311004638672000,anonymous,EN,18 to 25,Female,Heterosexual or straight,Southeast Asian,Bachelor's Degree,Maybe,Yes,Yes,Probably not,No,No,"Not many, 1-5 smart devices are installed",A little concerned,Somewhat concerned,Somewhat concerned
2021-07-13 23:17:40,2021-07-13 23:21:33,IP Address,24.63.183.32,100,233,TRUE,2021-07-13 23:21:34,R_0ur2LKKqQ5WTGLv,,,,,42.6282958984375,-71.3311004638672000,anonymous,EN,18 to 25,Female,Gay or lesbian,Southeast Asian,Associate's Degree,Yes,Yes,Yes,Might or might not,No,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Very concerned
2021-07-13 23:28:14,2021-07-13 23:30:16,IP Address,73.149.170.200,100,121,TRUE,2021-07-13 23:30:17,R_2ZDrA0TEs4nSbbJ,,,,,42.6282958984375,-71.3311004638672000,anonymous,EN,18 to 25,Female,Heterosexual or straight,Southeast Asian,Bachelor's Degree,Maybe,Yes,Yes,Definitely yes,Yes,Yes,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Somewhat concerned
2021-07-14 01:22:18,2021-07-14 01:24:29,IP Address,172.58.223.112,100,131,TRUE,2021-07-14 01:24:29,R_2Eppi05H8eQYlP2,,,,,40.854705810546900,-73.9217987060547000,anonymous,EN,18 to 25,Female,Heterosexual or straight,Black American,Bachelor's Degree,Yes,Yes,Yes,Probably not,Yes,No,"Somewhat smart, 5-10 devices are installed",Somewhat concerned,A little concerned,A little concerned
2021-07-15 15:53:03,2021-07-15 15:54:51,IP Address,66.31.71.4,100,107,TRUE,2021-07-15 15:54:51,R_UPZZWVnimvTWXdv,,,,,42.7239990234375,-71.47899627685550000,anonymous,EN,36 to 45,Female,Heterosexual or straight,White American,Master's Degree,Maybe,Yes,No,Might or might not,Yes,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Somewhat concerned
2021-07-16 10:04:28,2021-07-16 10:06:18,IP Address,66.31.221.187,100,109,TRUE,2021-07-16 10:06:18,R_51qpCXeEoTDlOfv,,,,,42.648101806640600,-71.33429718017580000,anonymous,EN,26 to 35,Female,Heterosexual or straight,Southeast Asian,Bachelor's Degree,Maybe,Yes,Yes,Probably yes,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,A little concerned
2021-07-16 10:38:58,2021-07-16 10:40:19,IP Address,73.61.218.175,100,80,TRUE,2021-07-16 10:40:19,R_2VPYilP6zOJJOav,,,,,42.5944976806641000,-71.3571014404297000,anonymous,EN,18 to 25,Female,Bisexual,White American,Bachelor's Degree,Yes,Yes,Yes,Probably yes,No,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Very concerned
2021-07-16 12:42:47,2021-07-16 12:44:20,IP Address,98.116.242.171,100,92,TRUE,2021-07-16 12:44:20,R_10CNePY4H2vU2ta,,,,,40.7682952880859000,-73.98020172119140000,anonymous,EN,26 to 35,Male,Heterosexual or straight,Two or More,Master's Degree,Yes,Yes,No,Probably yes,Yes,No,"Not many, 1-5 smart devices are installed",Very Concerned,Somewhat concerned,Somewhat concerned
2021-07-16 16:16:37,2021-07-16 16:18:25,IP Address,71.232.52.84,100,107,TRUE,2021-07-16 16:18:25,R_2TvfCgBOFM25eEz,,,,,42.3639984130859000,-71.02649688720700000,anonymous,EN,26 to 35,Female,Heterosexual or straight,Two or More,Master's Degree,Maybe,Yes,No,Probably not,Yes,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Very concerned,Somewhat concerned
2021-07-16 20:42:14,2021-07-16 20:48:19,IP Address,58.97.229.218,100,365,TRUE,2021-07-16 20:48:20,R_71IULNDGnF03Tt7,,,,,11.5583038330078000,104.912109375,anonymous,EN,46,Female,Gay or lesbian,Southeast Asian,Bachelor's Degree,Yes,Maybe,Yes,Probably yes,Yes,Yes,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Very concerned
2021-07-16 22:12:26,2021-07-16 22:15:06,IP Address,45.201.173.106,100,159,TRUE,2021-07-16 22:15:06,R_2sc25Hf0UCHJRp3,,,,,11.5583038330078000,104.912109375,anonymous,EN,18 to 25,Female,Bisexual,Southeast Asian,Bachelor's Degree,No,Yes,No,Definitely not,Yes,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,A little concerned,A little concerned
2021-07-16 23:27:20,2021-07-16 23:32:19,IP Address,58.97.222.196,100,298,TRUE,2021-07-16 23:32:19,R_2uHTBfB8hqcTDxS,,,,,11.5583038330078000,104.912109375,anonymous,EN,26 to 35,Male,Gay or lesbian,Southeast Asian,High School/GED,Maybe,No,No,Might or might not,Yes,No,"Not many, 1-5 smart devices are installed",A little concerned,A little concerned,A little concerned
2021-07-16 22:49:22,2021-07-16 23:39:46,IP Address,58.97.222.225,100,3023,TRUE,2021-07-16 23:39:46,R_2wAewtec5pge1pD,,,,,11.5583038330078000,104.912109375,anonymous,EN,46,Male,Prefer not to say,Southeast Asian,Bachelor's Degree,Yes,Yes,Yes,Definitely yes,Yes,No,"Not many, 1-5 smart devices are installed",Somewhat concerned,Very concerned,Somewhat concerned
2021-07-17 09:05:47,2021-07-17 09:07:38,IP Address,98.229.27.35,100,111,TRUE,2021-07-17 09:07:39,R_2DZGi4cXzaCF5Zo,,,,,42.376800537109400,-71.06109619140630,anonymous,EN,26 to 35,Male,Heterosexual or straight,White American,Master's Degree,Yes,Yes,Yes,Might or might not,No,No,"Not many, 1-5 smart devices are installed",Not at all concerned,Somewhat concerned,Somewhat concerned
2021-07-17 15:22:23,2021-07-17 15:52:25,IP Address,73.227.194.176,100,1801,TRUE,2021-07-17 15:52:25,R_eR067dA2J2LbOxj,,,,,42.34979248046880,-71.07649993896480000,anonymous,EN,26 to 35,Female,Heterosexual or straight,East Asian,Master's Degree,Maybe,Yes,Yes,Probably not,Yes,Yes,"Not many, 1-5 smart devices are installed",Somewhat concerned,Somewhat concerned,Somewhat concerned
2021-07-17 17:31:58,2021-07-17 17:33:59,IP Address,75.67.240.164,100,121,TRUE,2021-07-17 17:33:59,R_1Ne8wLxbhZywRPU,,,,,42.7667999267578000,-71.408203125,anonymous,EN,18 to 25,Female,Heterosexual or straight,White American,Master's Degree,No,Yes,Yes,Probably not,No,No,"Not many, 1-5 smart devices are installed",A little concerned,Somewhat concerned,Somewhat concerned
2021-07-12 14:33:33,2021-07-12 14:35:18,IP Address,73.119.33.135,73,105,FALSE,2021-07-18 14:50:00,R_3enpHev20yiD7cj,,,,,,,anonymous,EN,18 to 25,Female,Bisexual,White American,Associate's Degree,Yes,Yes,No,Might or might not,No,Yes,"Somewhat smart, 5-10 devices are installed",Somewhat concerned,Somewhat concerned,Somewhat concerned
2021-07-20 21:52:38,2021-07-20 22:01:55,IP Address,142.79.194.18,100,556,TRUE,2021-07-20 22:01:55,R_1ePJRIw8sOw0yYp,,,,,42.3513031005859000,-71.13700103759770000,anonymous,EN,26 to 35,Female,Heterosexual or straight,Latino or Hispanic,Bachelor's Degree,Maybe,Yes,Yes,Might or might not,Yes,Yes,"Somewhat smart, 5-10 devices are installed",Very Concerned,Very concerned,Very concerned
2021-08-10 20:06:37,2021-08-10 20:07:57,IP Address,73.100.246.114,100,80,TRUE,2021-08-10 20:07:57,R_1jIDTejVCmqqv5y,,,,,42.635101318359400,-71.30139923095700000,anonymous,EN,18 to 25,Male,Gay or lesbian,Southeast Asian,Master's Degree,Yes,Yes,No,Might or might not,No,No,"Not many, 1-5 smart devices are installed",Very Concerned,Very concerned,Very concerned